id_type,year,id,share
cabinet,1969,733,1
cabinet,1969,777,1
cabinet,1969,787,1
cabinet,1969,795,0.865384615
cabinet,1969,821,0.785714286
cabinet,1969,863,0.5
cabinet,1969,937,0.206043956
cabinet,1969,938,0.75
cabinet,1969,939,0.043956044
cabinet,1969,1024,0.134615385
cabinet,1970,89,0.403846154
cabinet,1970,101,1
cabinet,1970,111,1
cabinet,1970,113,0.362637363
cabinet,1970,115,0.464285714
cabinet,1970,172,1
cabinet,1970,203,0.365384615
cabinet,1970,216,0.535714286
cabinet,1970,219,0.71978022
cabinet,1970,254,0.521978022
cabinet,1970,321,0.478021978
cabinet,1970,344,1
cabinet,1970,354,0.697802198
cabinet,1970,358,1
cabinet,1970,548,0.233516484
cabinet,1970,561,0.302197802
cabinet,1970,577,0.28021978
cabinet,1970,586,1
cabinet,1970,596,1
cabinet,1970,657,1
cabinet,1970,681,1
cabinet,1970,696,1
cabinet,1970,707,0.17032967
cabinet,1970,733,0.464285714
cabinet,1970,777,1
cabinet,1970,787,0.035714286
cabinet,1970,789,0.964285714
cabinet,1970,863,1
cabinet,1970,939,0.598901099
cabinet,1970,940,0.401098901
cabinet,1970,1024,1
cabinet,1971,14,0.793956044
cabinet,1971,79,0.063186813
cabinet,1971,89,1
cabinet,1971,101,1
cabinet,1971,111,1
cabinet,1971,115,0.230769231
cabinet,1971,172,0.431318681
cabinet,1971,216,1
cabinet,1971,231,0.568681319
cabinet,1971,272,0.467032967
cabinet,1971,295,0.53021978
cabinet,1971,321,0.532967033
cabinet,1971,344,1
cabinet,1971,345,0.222527473
cabinet,1971,354,0.843406593
cabinet,1971,358,1
cabinet,1971,365,0.156593407
cabinet,1971,391,0.173076923
cabinet,1971,577,1
cabinet,1971,586,1
cabinet,1971,596,0.777472527
cabinet,1971,657,0.206043956
cabinet,1971,671,0.813186813
cabinet,1971,681,0.46978022
cabinet,1971,696,1
cabinet,1971,777,0.936813187
cabinet,1971,789,1
cabinet,1971,856,0.596153846
cabinet,1971,863,1
cabinet,1971,940,1
cabinet,1971,1024,0.186813187
cabinet,1972,14,0.794520548
cabinet,1972,25,0.093150685
cabinet,1972,79,1
cabinet,1972,89,0.128767123
cabinet,1972,97,0.063013699
cabinet,1972,101,1
cabinet,1972,111,0.512328767
cabinet,1972,216,1
cabinet,1972,231,0.605479452
cabinet,1972,272,1
cabinet,1972,291,0.394520548
cabinet,1972,295,1
cabinet,1972,320,0.238356164
cabinet,1972,344,0.101369863
cabinet,1972,345,0.761643836
cabinet,1972,358,0.956164384
cabinet,1972,365,1
cabinet,1972,391,0.145205479
cabinet,1972,398,0.438356164
cabinet,1972,430,0.487671233
cabinet,1972,439,0.432876712
cabinet,1972,448,0.945205479
cabinet,1972,502,0.024657534
cabinet,1972,507,0.032876712
cabinet,1972,569,0.835616438
cabinet,1972,577,1
cabinet,1972,586,0.054794521
cabinet,1972,618,0.531506849
cabinet,1972,656,0.460273973
cabinet,1972,671,0.967123288
cabinet,1972,696,0.906849315
cabinet,1972,769,0.323287671
cabinet,1972,789,0.515068493
cabinet,1972,822,0.205479452
cabinet,1972,863,1
cabinet,1972,871,0.043835616
cabinet,1972,940,1
cabinet,1973,24,0.486263736
cabinet,1973,25,1
cabinet,1973,56,0.208791209
cabinet,1973,79,1
cabinet,1973,97,1
cabinet,1973,101,1
cabinet,1973,216,1
cabinet,1973,272,1
cabinet,1973,291,0.357142857
cabinet,1973,295,1
cabinet,1973,315,0.802197802
cabinet,1973,320,0.967032967
cabinet,1973,365,1
cabinet,1973,430,0.258241758
cabinet,1973,438,0.291208791
cabinet,1973,439,0.513736264
cabinet,1973,448,0.068681319
cabinet,1973,502,1
cabinet,1973,507,1
cabinet,1973,577,0.708791209
cabinet,1973,607,0.741758242
cabinet,1973,744,0.032967033
cabinet,1973,765,0.642857143
cabinet,1973,769,1
cabinet,1973,822,0.791208791
cabinet,1973,859,0.931318681
cabinet,1973,863,0.197802198
cabinet,1973,871,1
cabinet,1973,940,1
cabinet,1974,7,0.225274725
cabinet,1974,17,0.241758242
cabinet,1974,24,0.197802198
cabinet,1974,25,0.601648352
cabinet,1974,56,1
cabinet,1974,59,0.06043956
cabinet,1974,79,1
cabinet,1974,97,0.681318681
cabinet,1974,101,0.453296703
cabinet,1974,149,0.104395604
cabinet,1974,159,0.596153846
cabinet,1974,216,0.17032967
cabinet,1974,252,0.629120879
cabinet,1974,272,0.656593407
cabinet,1974,295,0.747252747
cabinet,1974,315,1
cabinet,1974,317,0.697802198
cabinet,1974,365,1
cabinet,1974,413,0.318681319
cabinet,1974,419,0.604395604
cabinet,1974,438,1
cabinet,1974,502,0.93956044
cabinet,1974,507,0.445054945
cabinet,1974,607,0.162087912
cabinet,1974,609,0.10989011
cabinet,1974,655,0.546703297
cabinet,1974,677,0.129120879
cabinet,1974,744,1
cabinet,1974,765,1
cabinet,1974,769,1
cabinet,1974,783,0.398351648
cabinet,1974,816,0.252747253
cabinet,1974,844,0.554945055
cabinet,1974,847,0.557692308
cabinet,1974,849,0.343406593
cabinet,1974,859,0.313186813
cabinet,1974,871,0.370879121
cabinet,1974,940,0.186813187
cabinet,1974,942,0.428571429
cabinet,1974,943,0.151098901
cabinet,1974,1082,0.233516484
cabinet,1975,7,1
cabinet,1975,20,0.057692308
cabinet,1975,50,0.881868132
cabinet,1975,56,1
cabinet,1975,59,1
cabinet,1975,79,0.942307692
cabinet,1975,143,0.467032967
cabinet,1975,149,1
cabinet,1975,159,1
cabinet,1975,252,1
cabinet,1975,285,0.052197802
cabinet,1975,315,1
cabinet,1975,350,0.175824176
cabinet,1975,365,0.824175824
cabinet,1975,413,0.947802198
cabinet,1975,438,1
cabinet,1975,476,0.085164835
cabinet,1975,609,1
cabinet,1975,655,1
cabinet,1975,720,0.112637363
cabinet,1975,744,0.118131868
cabinet,1975,765,1
cabinet,1975,769,0.447802198
cabinet,1975,783,1
cabinet,1975,816,1
cabinet,1975,836,0.024725275
cabinet,1975,844,0.862637363
cabinet,1975,847,1
cabinet,1975,849,1
cabinet,1975,943,1
cabinet,1975,1067,0.282967033
cabinet,1976,7,0.260273973
cabinet,1976,20,1
cabinet,1976,21,0.37260274
cabinet,1976,50,1
cabinet,1976,56,0.030136986
cabinet,1976,59,0.980821918
cabinet,1976,137,0.232876712
cabinet,1976,140,0.424657534
cabinet,1976,149,0.115068493
cabinet,1976,159,0.62739726
cabinet,1976,252,0.956164384
cabinet,1976,285,1
cabinet,1976,315,1
cabinet,1976,337,0.019178082
cabinet,1976,350,1
cabinet,1976,438,0.767123288
cabinet,1976,459,0.043835616
cabinet,1976,476,0.745205479
cabinet,1976,520,0.969863014
cabinet,1976,585,0.44109589
cabinet,1976,590,0.739726027
cabinet,1976,606,0.265753425
cabinet,1976,609,1
cabinet,1976,655,1
cabinet,1976,765,1
cabinet,1976,783,1
cabinet,1976,816,0.734246575
cabinet,1976,836,1
cabinet,1976,842,0.460273973
cabinet,1976,847,1
cabinet,1976,848,0.254794521
cabinet,1976,849,1
cabinet,1976,943,0.975342466
cabinet,1976,944,0.024657534
cabinet,1976,1067,0.55890411
cabinet,1977,20,1
cabinet,1977,21,1
cabinet,1977,50,0.123626374
cabinet,1977,137,1
cabinet,1977,140,1
cabinet,1977,166,0.335164835
cabinet,1977,205,0.494505495
cabinet,1977,225,0.57967033
cabinet,1977,248,0.876373626
cabinet,1977,285,1
cabinet,1977,315,0.508241758
cabinet,1977,324,0.571428571
cabinet,1977,337,1
cabinet,1977,350,1
cabinet,1977,421,0.03021978
cabinet,1977,451,0.244505495
cabinet,1977,459,1
cabinet,1977,466,0.631868132
cabinet,1977,520,0.695054945
cabinet,1977,563,0.032967033
cabinet,1977,585,1
cabinet,1977,590,1
cabinet,1977,606,1
cabinet,1977,609,0.909340659
cabinet,1977,653,0.304945055
cabinet,1977,655,1
cabinet,1977,765,0.395604396
cabinet,1977,783,1
cabinet,1977,794,0.491758242
cabinet,1977,836,0.96978022
cabinet,1977,847,0.175824176
cabinet,1977,848,0.368131868
cabinet,1977,849,1
cabinet,1977,865,0.090659341
cabinet,1977,944,0.467032967
cabinet,1977,945,0.346153846
cabinet,1977,946,0.186813187
cabinet,1978,20,1
cabinet,1978,21,0.244505495
cabinet,1978,72,0.755494505
cabinet,1978,137,0.782967033
cabinet,1978,140,0.18956044
cabinet,1978,166,0.181318681
cabinet,1978,205,1
cabinet,1978,210,0.818681319
cabinet,1978,225,0.802197802
cabinet,1978,227,0.065934066
cabinet,1978,233,0.197802198
cabinet,1978,245,0.81043956
cabinet,1978,248,0.662087912
cabinet,1978,285,0.947802198
cabinet,1978,336,0.598901099
cabinet,1978,337,0.934065934
cabinet,1978,350,1
cabinet,1978,421,1
cabinet,1978,459,1
cabinet,1978,465,0.107142857
cabinet,1978,466,0.164835165
cabinet,1978,492,0.835164835
cabinet,1978,542,0.233516484
cabinet,1978,563,1
cabinet,1978,585,0.06043956
cabinet,1978,587,0.217032967
cabinet,1978,590,1
cabinet,1978,606,1
cabinet,1978,653,1
cabinet,1978,655,1
cabinet,1978,669,0.052197802
cabinet,1978,673,0.332417582
cabinet,1978,783,1
cabinet,1978,794,1
cabinet,1978,824,0.337912088
cabinet,1978,849,0.667582418
cabinet,1978,865,1
cabinet,1978,946,1
cabinet,1979,16,0.222527473
cabinet,1979,20,0.928571429
cabinet,1979,27,0.461538462
cabinet,1979,72,1
cabinet,1979,205,0.258241758
cabinet,1979,210,1
cabinet,1979,227,0.857142857
cabinet,1979,233,0.252747253
cabinet,1979,245,0.214285714
cabinet,1979,273,0.662087912
cabinet,1979,350,0.425824176
cabinet,1979,379,0.181318681
cabinet,1979,384,0.486263736
cabinet,1979,421,1
cabinet,1979,442,0.052197802
cabinet,1979,459,1
cabinet,1979,463,0.574175824
cabinet,1979,465,0.513736264
cabinet,1979,492,0.398351648
cabinet,1979,521,0.747252747
cabinet,1979,536,0.211538462
cabinet,1979,539,0.741758242
cabinet,1979,563,1
cabinet,1979,578,0.409340659
cabinet,1979,587,0.777472527
cabinet,1979,590,0.337912088
cabinet,1979,606,1
cabinet,1979,638,0.376373626
cabinet,1979,653,1
cabinet,1979,655,0.538461538
cabinet,1979,669,1
cabinet,1979,673,0.788461538
cabinet,1979,723,0.071428571
cabinet,1979,727,0.142857143
cabinet,1979,751,0.576923077
cabinet,1979,776,0.601648352
cabinet,1979,783,0.423076923
cabinet,1979,794,0.947802198
cabinet,1979,824,0.818681319
cabinet,1979,865,1
cabinet,1979,946,1
cabinet,1980,16,1
cabinet,1980,27,1
cabinet,1980,70,0.830136986
cabinet,1980,72,1
cabinet,1980,86,0.539726027
cabinet,1980,180,0.457534247
cabinet,1980,210,1
cabinet,1980,266,0.430136986
cabinet,1980,273,1
cabinet,1980,278,0.317808219
cabinet,1980,328,0.238356164
cabinet,1980,343,0.153424658
cabinet,1980,379,1
cabinet,1980,384,0.005479452
cabinet,1980,421,0.84109589
cabinet,1980,442,1
cabinet,1980,453,0.191780822
cabinet,1980,459,0.846575342
cabinet,1980,463,1
cabinet,1980,464,0.202739726
cabinet,1980,521,0.060273973
cabinet,1980,531,0.646575342
cabinet,1980,536,0.104109589
cabinet,1980,539,1
cabinet,1980,549,0.756164384
cabinet,1980,563,1
cabinet,1980,578,0.257534247
cabinet,1980,606,1
cabinet,1980,653,1
cabinet,1980,669,1
cabinet,1980,723,1
cabinet,1980,727,0.542465753
cabinet,1980,751,0.169863014
cabinet,1980,752,0.895890411
cabinet,1980,774,0.15890411
cabinet,1980,776,1
cabinet,1980,865,0.353424658
cabinet,1980,946,1
cabinet,1981,16,0.379120879
cabinet,1981,27,1
cabinet,1981,70,1
cabinet,1981,72,0.387362637
cabinet,1981,81,0.692307692
cabinet,1981,83,0.035714286
cabinet,1981,116,0.524725275
cabinet,1981,135,0.324175824
cabinet,1981,142,0.620879121
cabinet,1981,180,1
cabinet,1981,210,0.392857143
cabinet,1981,258,0.304945055
cabinet,1981,259,0.054945055
cabinet,1981,273,1
cabinet,1981,275,0.002747253
cabinet,1981,328,0.021978022
cabinet,1981,335,0.505494505
cabinet,1981,343,1
cabinet,1981,379,0.997252747
cabinet,1981,396,0.653846154
cabinet,1981,406,0.846153846
cabinet,1981,429,0.700549451
cabinet,1981,442,0.494505495
cabinet,1981,453,0.260989011
cabinet,1981,463,1
cabinet,1981,464,0.489010989
cabinet,1981,485,0.214285714
cabinet,1981,531,0.804945055
cabinet,1981,539,0.153846154
cabinet,1981,563,0.695054945
cabinet,1981,606,0.964285714
cabinet,1981,653,0.093406593
cabinet,1981,669,0.945054945
cabinet,1981,674,0.510989011
cabinet,1981,713,0.195054945
cabinet,1981,723,1
cabinet,1981,724,0.038461538
cabinet,1981,752,1
cabinet,1981,774,1
cabinet,1981,776,1
cabinet,1981,914,0.607142857
cabinet,1981,946,0.593406593
cabinet,1981,1111,0.406593407
cabinet,1981,1148,0.087912088
cabinet,1982,6,0.436813187
cabinet,1982,27,1
cabinet,1982,34,0
cabinet,1982,54,0.769230769
cabinet,1982,70,1
cabinet,1982,83,1
cabinet,1982,84,0.274725275
cabinet,1982,87,0.082417582
cabinet,1982,116,1
cabinet,1982,135,1
cabinet,1982,142,0.766483516
cabinet,1982,180,0.906593407
cabinet,1982,238,0.07967033
cabinet,1982,242,0.093406593
cabinet,1982,258,0.406593407
cabinet,1982,259,1
cabinet,1982,270,0.156593407
cabinet,1982,273,1
cabinet,1982,275,0.692307692
cabinet,1982,335,0.184065934
cabinet,1982,343,0.75
cabinet,1982,378,0.865384615
cabinet,1982,406,0.92032967
cabinet,1982,463,1
cabinet,1982,485,1
cabinet,1982,642,0.25
cabinet,1982,647,0.233516484
cabinet,1982,674,0.642857143
cabinet,1982,713,1
cabinet,1982,723,1
cabinet,1982,724,1
cabinet,1982,752,1
cabinet,1982,774,1
cabinet,1982,776,0.134615385
cabinet,1982,819,0.307692308
cabinet,1982,867,0.046703297
cabinet,1982,914,1
cabinet,1982,1111,0.565934066
cabinet,1982,1112,0.434065934
cabinet,1983,27,1
cabinet,1983,34,0.343406593
cabinet,1983,70,1
cabinet,1983,83,1
cabinet,1983,87,0.590659341
cabinet,1983,116,0.21978022
cabinet,1983,129,0.065934066
cabinet,1983,135,0.436813187
cabinet,1983,181,0.565934066
cabinet,1983,238,1
cabinet,1983,242,0.989010989
cabinet,1983,259,1
cabinet,1983,270,1
cabinet,1983,273,0.436813187
cabinet,1983,313,0.840659341
cabinet,1983,334,0.409340659
cabinet,1983,346,0.758241758
cabinet,1983,393,0.601648352
cabinet,1983,428,0.78021978
cabinet,1983,463,0.392857143
cabinet,1983,485,0.434065934
cabinet,1983,568,0.010989011
cabinet,1983,576,0.81043956
cabinet,1983,642,0.241758242
cabinet,1983,646,0.563186813
cabinet,1983,647,1
cabinet,1983,650,0.656593407
cabinet,1983,689,0.563186813
cabinet,1983,702,0.607142857
cabinet,1983,713,1
cabinet,1983,723,0.934065934
cabinet,1983,724,1
cabinet,1983,752,0.398351648
cabinet,1983,774,0.18956044
cabinet,1983,819,1
cabinet,1983,867,1
cabinet,1983,914,0.159340659
cabinet,1983,1087,0.049450549
cabinet,1983,1112,0.774725275
cabinet,1983,1113,0.225274725
cabinet,1984,27,0.550684932
cabinet,1984,70,0.495890411
cabinet,1984,83,0.975342466
cabinet,1984,121,0.432876712
cabinet,1984,122,0.024657534
cabinet,1984,129,1
cabinet,1984,175,0.449315068
cabinet,1984,181,1
cabinet,1984,195,0.975342466
cabinet,1984,238,1
cabinet,1984,259,0.567123288
cabinet,1984,270,1
cabinet,1984,313,1
cabinet,1984,334,1
cabinet,1984,346,1
cabinet,1984,393,1
cabinet,1984,401,0.049315068
cabinet,1984,428,0.542465753
cabinet,1984,498,0.287671233
cabinet,1984,568,1
cabinet,1984,576,0.950684932
cabinet,1984,646,1
cabinet,1984,647,1
cabinet,1984,650,1
cabinet,1984,670,0.216438356
cabinet,1984,689,1
cabinet,1984,702,1
cabinet,1984,713,1
cabinet,1984,724,1
cabinet,1984,819,0.024657534
cabinet,1984,843,0.457534247
cabinet,1984,867,1
cabinet,1984,1087,1
cabinet,1984,1113,0.082191781
cabinet,1984,1114,0.619178082
cabinet,1984,1115,0.298630137
cabinet,1985,39,0.434065934
cabinet,1985,60,0.14010989
cabinet,1985,121,1
cabinet,1985,122,1
cabinet,1985,129,1
cabinet,1985,175,1
cabinet,1985,181,0.686813187
cabinet,1985,195,1
cabinet,1985,238,1
cabinet,1985,270,1
cabinet,1985,296,0.293956044
cabinet,1985,310,0.313186813
cabinet,1985,313,0.936813187
cabinet,1985,334,1
cabinet,1985,346,1
cabinet,1985,375,0.090659341
cabinet,1985,393,1
cabinet,1985,401,1
cabinet,1985,498,1
cabinet,1985,568,1
cabinet,1985,646,1
cabinet,1985,647,0.706043956
cabinet,1985,650,1
cabinet,1985,689,0.450549451
cabinet,1985,702,1
cabinet,1985,713,0.425824176
cabinet,1985,724,0.909340659
cabinet,1985,734,0.167582418
cabinet,1985,843,1
cabinet,1985,867,1
cabinet,1985,885,0.381868132
cabinet,1985,913,0.063186813
cabinet,1985,1087,1
cabinet,1985,1115,1
cabinet,1986,39,1
cabinet,1986,121,1
cabinet,1986,122,1
cabinet,1986,129,1
cabinet,1986,146,0.445054945
cabinet,1986,175,1
cabinet,1986,195,1
cabinet,1986,238,0.563186813
cabinet,1986,270,0.532967033
cabinet,1986,290,0.785714286
cabinet,1986,293,0.417582418
cabinet,1986,296,0.192307692
cabinet,1986,310,0.351648352
cabinet,1986,334,0.582417582
cabinet,1986,346,1
cabinet,1986,375,1
cabinet,1986,393,1
cabinet,1986,394,0.648351648
cabinet,1986,401,1
cabinet,1986,478,0.807692308
cabinet,1986,498,1
cabinet,1986,550,0.467032967
cabinet,1986,568,0.554945055
cabinet,1986,646,1
cabinet,1986,650,1
cabinet,1986,702,0.456043956
cabinet,1986,734,1
cabinet,1986,828,0.543956044
cabinet,1986,834,0.436813187
cabinet,1986,843,0.214285714
cabinet,1986,867,1
cabinet,1986,913,1
cabinet,1986,951,0.197802198
cabinet,1986,1087,1
cabinet,1986,1115,0.802197802
cabinet,1987,3,0.64010989
cabinet,1987,39,1
cabinet,1987,77,0.813186813
cabinet,1987,92,0.195054945
cabinet,1987,121,0.631868132
cabinet,1987,122,0.35989011
cabinet,1987,129,0.93956044
cabinet,1987,146,0.848901099
cabinet,1987,175,1
cabinet,1987,195,0.692307692
cabinet,1987,279,0.483516484
cabinet,1987,283,0.151098901
cabinet,1987,286,0.81043956
cabinet,1987,290,1
cabinet,1987,293,0.291208791
cabinet,1987,297,0.557692308
cabinet,1987,346,0.18956044
cabinet,1987,375,0.804945055
cabinet,1987,393,0.516483516
cabinet,1987,394,1
cabinet,1987,401,0.56043956
cabinet,1987,426,0.06043956
cabinet,1987,478,1
cabinet,1987,498,1
cabinet,1987,550,1
cabinet,1987,611,0.368131868
cabinet,1987,614,0.673076923
cabinet,1987,646,0.442307692
cabinet,1987,650,0.326923077
cabinet,1987,718,0.373626374
cabinet,1987,734,0.626373626
cabinet,1987,737,0.28021978
cabinet,1987,756,0.428571429
cabinet,1987,828,0.054945055
cabinet,1987,834,1
cabinet,1987,837,0.307692308
cabinet,1987,867,0.186813187
cabinet,1987,873,0.945054945
cabinet,1987,875,0.43956044
cabinet,1987,913,1
cabinet,1987,951,0.398351648
cabinet,1987,1087,0.972527473
cabinet,1987,1088,0.027472527
cabinet,1987,1108,0.601648352
cabinet,1988,3,1
cabinet,1988,39,1
cabinet,1988,57,0.578082192
cabinet,1988,77,1
cabinet,1988,92,0.353424658
cabinet,1988,175,1
cabinet,1988,220,0.284931507
cabinet,1988,279,0.742465753
cabinet,1988,283,1
cabinet,1988,286,1
cabinet,1988,290,0.356164384
cabinet,1988,297,1
cabinet,1988,301,0.257534247
cabinet,1988,394,1
cabinet,1988,426,1
cabinet,1988,457,0.646575342
cabinet,1988,478,0.715068493
cabinet,1988,498,0.934246575
cabinet,1988,550,1
cabinet,1988,611,1
cabinet,1988,614,1
cabinet,1988,712,0.523287671
cabinet,1988,718,1
cabinet,1988,739,0.065753425
cabinet,1988,756,0.282191781
cabinet,1988,784,0.84109589
cabinet,1988,809,0.717808219
cabinet,1988,834,1
cabinet,1988,837,0.421917808
cabinet,1988,873,1
cabinet,1988,875,1
cabinet,1988,913,0.15890411
cabinet,1988,953,0.024657534
cabinet,1988,1088,1
cabinet,1988,1108,0.975342466
cabinet,1988,1150,0.120547945
cabinet,1989,3,1
cabinet,1989,37,0.071428571
cabinet,1989,39,0.5
cabinet,1989,57,1
cabinet,1989,77,0.527472527
cabinet,1989,94,0.208791209
cabinet,1989,106,0.392857143
cabinet,1989,127,0.307692308
cabinet,1989,148,0.148351648
cabinet,1989,175,0.532967033
cabinet,1989,215,0.472527473
cabinet,1989,220,1
cabinet,1989,283,0.42032967
cabinet,1989,286,1
cabinet,1989,297,1
cabinet,1989,301,0.692307692
cabinet,1989,307,0.398351648
cabinet,1989,314,0.052197802
cabinet,1989,394,0.791208791
cabinet,1989,418,0.467032967
cabinet,1989,426,1
cabinet,1989,454,0.104395604
cabinet,1989,457,1
cabinet,1989,460,0.442307692
cabinet,1989,550,0.851648352
cabinet,1989,611,0.601648352
cabinet,1989,614,1
cabinet,1989,712,1
cabinet,1989,718,1
cabinet,1989,721,0.118131868
cabinet,1989,728,0.354395604
cabinet,1989,739,1
cabinet,1989,743,0.186813187
cabinet,1989,782,0.277472527
cabinet,1989,784,1
cabinet,1989,809,0.557692308
cabinet,1989,834,0.928571429
cabinet,1989,873,1
cabinet,1989,875,1
cabinet,1989,953,1
cabinet,1989,1088,1
cabinet,1990,3,1
cabinet,1990,11,0.035714286
cabinet,1990,37,1
cabinet,1990,41,0.343406593
cabinet,1990,57,0.964285714
cabinet,1990,94,0.840659341
cabinet,1990,106,0.159340659
cabinet,1990,127,1
cabinet,1990,148,1
cabinet,1990,155,0.744505495
cabinet,1990,213,0.840659341
cabinet,1990,215,1
cabinet,1990,220,0.153846154
cabinet,1990,262,0.508241758
cabinet,1990,286,1
cabinet,1990,297,0.909340659
cabinet,1990,307,0.675824176
cabinet,1990,314,0.486263736
cabinet,1990,362,0.725274725
cabinet,1990,369,0.60989011
cabinet,1990,399,0.513736264
cabinet,1990,418,1
cabinet,1990,426,1
cabinet,1990,454,0.118131868
cabinet,1990,457,1
cabinet,1990,460,1
cabinet,1990,473,0.162087912
cabinet,1990,515,0.090659341
cabinet,1990,524,0.038461538
cabinet,1990,527,0.629120879
cabinet,1990,571,0.162087912
cabinet,1990,584,0.793956044
cabinet,1990,588,0.159340659
cabinet,1990,595,0.653846154
cabinet,1990,614,0.656593407
cabinet,1990,712,1
cabinet,1990,715,0.618131868
cabinet,1990,716,0.156593407
cabinet,1990,718,1
cabinet,1990,728,1
cabinet,1990,732,0.846153846
cabinet,1990,739,1
cabinet,1990,784,1
cabinet,1990,873,0.961538462
cabinet,1990,875,0.255494505
cabinet,1990,953,0.200549451
cabinet,1990,954,0.557692308
cabinet,1990,1088,0.857142857
cabinet,1990,1089,0.142857143
cabinet,1990,1117,0.241758242
cabinet,1991,3,1
cabinet,1991,11,1
cabinet,1991,37,1
cabinet,1991,41,0.315934066
cabinet,1991,75,0.947802198
cabinet,1991,127,0.326923077
cabinet,1991,132,0.021978022
cabinet,1991,148,1
cabinet,1991,155,0.96978022
cabinet,1991,202,0.71978022
cabinet,1991,213,0.846153846
cabinet,1991,215,1
cabinet,1991,229,0.629120879
cabinet,1991,253,0.153846154
cabinet,1991,262,1
cabinet,1991,267,0.008241758
cabinet,1991,282,0.167582418
cabinet,1991,286,0.046703297
cabinet,1991,348,0.153846154
cabinet,1991,362,1
cabinet,1991,369,1
cabinet,1991,399,0.307692308
cabinet,1991,418,1
cabinet,1991,426,0.925824176
cabinet,1991,436,0.692307692
cabinet,1991,457,0.898351648
cabinet,1991,460,0.28021978
cabinet,1991,473,1
cabinet,1991,515,1
cabinet,1991,524,1
cabinet,1991,527,1
cabinet,1991,546,0.967032967
cabinet,1991,570,0.101648352
cabinet,1991,584,0.024725275
cabinet,1991,588,1
cabinet,1991,595,1
cabinet,1991,640,0.673076923
cabinet,1991,710,0.208791209
cabinet,1991,712,0.370879121
cabinet,1991,715,0.791208791
cabinet,1991,718,0.832417582
cabinet,1991,725,0.03021978
cabinet,1991,728,0.03021978
cabinet,1991,732,0.755494505
cabinet,1991,739,1
cabinet,1991,773,0.074175824
cabinet,1991,779,0.244505495
cabinet,1991,784,0.379120879
cabinet,1991,831,0.684065934
cabinet,1991,862,0.953296703
cabinet,1991,912,0.620879121
cabinet,1991,954,0.096153846
cabinet,1991,955,0.903846154
cabinet,1991,1089,0.475274725
cabinet,1991,1090,0.412087912
cabinet,1991,1091,0.112637363
cabinet,1992,3,0.156164384
cabinet,1992,9,0.693150685
cabinet,1992,11,1
cabinet,1992,37,1
cabinet,1992,68,0.473972603
cabinet,1992,132,0.42739726
cabinet,1992,148,1
cabinet,1992,165,0.498630137
cabinet,1992,176,0.509589041
cabinet,1992,199,0.747945205
cabinet,1992,202,0.490410959
cabinet,1992,215,0.112328767
cabinet,1992,229,0.252054795
cabinet,1992,253,1
cabinet,1992,262,0.501369863
cabinet,1992,282,1
cabinet,1992,348,0.997260274
cabinet,1992,362,1
cabinet,1992,369,1
cabinet,1992,418,1
cabinet,1992,436,0.479452055
cabinet,1992,462,0.002739726
cabinet,1992,473,1
cabinet,1992,512,0.367123288
cabinet,1992,515,0.271232877
cabinet,1992,524,1
cabinet,1992,527,0.306849315
cabinet,1992,546,0.553424658
cabinet,1992,564,0.194520548
cabinet,1992,570,0.180821918
cabinet,1992,588,1
cabinet,1992,595,1
cabinet,1992,605,0.098630137
cabinet,1992,624,0.819178082
cabinet,1992,640,1
cabinet,1992,678,0.728767123
cabinet,1992,684,0.079452055
cabinet,1992,690,0.520547945
cabinet,1992,710,0.868493151
cabinet,1992,725,1
cabinet,1992,739,1
cabinet,1992,773,1
cabinet,1992,779,1
cabinet,1992,831,1
cabinet,1992,839,0.131506849
cabinet,1992,862,1
cabinet,1992,870,0.887671233
cabinet,1992,881,0.843835616
cabinet,1992,912,1
cabinet,1992,955,0.054794521
cabinet,1992,957,0.476712329
cabinet,1992,958,0.468493151
cabinet,1992,1091,1
cabinet,1993,9,0.03021978
cabinet,1993,11,0.065934066
cabinet,1993,13,0.027472527
cabinet,1993,37,0.519230769
cabinet,1993,49,0.774725275
cabinet,1993,68,0.403846154
cabinet,1993,74,0.217032967
cabinet,1993,148,1
cabinet,1993,165,0
cabinet,1993,176,0.324175824
cabinet,1993,199,0.239010989
cabinet,1993,226,0.181318681
cabinet,1993,253,0.596153846
cabinet,1993,282,1
cabinet,1993,318,0.760989011
cabinet,1993,362,0.782967033
cabinet,1993,369,0.972527473
cabinet,1993,417,0.403846154
cabinet,1993,418,1
cabinet,1993,420,0.181318681
cabinet,1993,434,0.401098901
cabinet,1993,462,1
cabinet,1993,473,0.909340659
cabinet,1993,514,0.090659341
cabinet,1993,524,1
cabinet,1993,559,0.96978022
cabinet,1993,564,1
cabinet,1993,572,0.299450549
cabinet,1993,588,0.700549451
cabinet,1993,592,0.667582418
cabinet,1993,595,0.598901099
cabinet,1993,624,1
cabinet,1993,640,1
cabinet,1993,645,0.840659341
cabinet,1993,654,0.480769231
cabinet,1993,678,1
cabinet,1993,684,0.186813187
cabinet,1993,690,0.03021978
cabinet,1993,704,0.362637363
cabinet,1993,719,0.120879121
cabinet,1993,725,0.225274725
cabinet,1993,730,0.414835165
cabinet,1993,739,0.480769231
cabinet,1993,740,0.934065934
cabinet,1993,748,0.96978022
cabinet,1993,773,1
cabinet,1993,779,1
cabinet,1993,785,0.156593407
cabinet,1993,801,0.675824176
cabinet,1993,811,0.813186813
